sourceid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
5571,10,Plantae,Plantae,,5571,Plantae,1
1,10,Monera,Monera,,1,Monera,1
2,10,Protista,Protista,,2,Protista,1
3,10,Chromista,Chromista,,3,Chromista,1
5569,20,Tracheobionta,Tracheobionta,,5571,Plantae,1
234069,20,Tracheophytes,Tracheophytes,,5571,Plantae,1
5561,30,Equisetophyta,Equisetophyta,,5569,Tracheobionta,1
5562,30,Pteridophyta,Pteridophyta,,5569,Tracheobionta,1
5563,30,Lycopodiophyta,Lycopodiophyta,,5569,Tracheobionta,1
5564,30,Coniferophyta,Coniferophyta,,5569,Tracheobionta,1
5565,30,Psilophyta,Psilophyta,,5569,Tracheobionta,1
5568,30,Gnetophyta,Gnetophyta,,5569,Tracheobionta,1
5570,30,Magnoliophyta,Magnoliophyta,,5571,Plantae,1
16368,30,Cycadophyta,Cycadophyta,,5569,Tracheobionta,1
16600,30,Bryophyta,Bryophyta,,5571,Plantae,1
16601,30,Psilotophyta,Psilotophyta,,5571,Plantae,1
16602,30,Hepatophyta,Hepatophyta,,5571,Plantae,1
16603,30,Polypodiophyta,Polypodiophyta,,5571,Plantae,1
16604,30,Bacillariophyta,Bacillariophyta,,5571,Plantae,1
16605,30,Pyrrophycophyta,Pyrrophycophyta,,5571,Plantae,1
32073,30,Anthocerotophyta,Anthocerotophyta,,5571,Plantae,1
32987,30,Ginkgophyta,Ginkgophyta,,5571,Plantae,1
164428,30,Chlorophyta,Chlorophyta,,5571,Plantae,1
164449,30,Rhodophyta,Rhodophyta,,5571,Plantae,1
164451,30,Streptophyta,Streptophyta,,5571,Plantae,1
164528,30,Cyanobacteria,Cyanobacteria,,164526,Monera,1
164529,30,Euglenozoa,Euglenozoa,,164527,Protista,1
164530,30,Heterokontophyta,Heterokontophyta,,164525,Chromista,1
234342,30,Spermatophyta,Spermatophyta,,234069,Tracheophytes,1
234309,35,AnitaGradeClade1,AnitaGradeClade1,,5570,Magnoliophyta,1
234371,35,AnitaGradeClade2,AnitaGradeClade2,,5570,Magnoliophyta,1
16404,40,Anthocerotae,Anthocerotae,,32073,Anthocerotophyta,1
16629,40,Musci,Musci,,16600,Bryophyta,1
16634,40,Hepaticae,Hepaticae,,16602,Hepatophyta,1
234393,45,Monocots,Monocots,,5570,Magnoliophyta,1
234401,45,Eudicots,Eudicots,,5570,Magnoliophyta,1
5544,60,Equisetopsida,Equisetopsida,,5561,Equisetophyta,1
5545,60,Filicopsida,Filicopsida,,5562,Pteridophyta,1
5546,60,Lycopodiopsida,Lycopodiopsida,,5563,Lycopodiophyta,1
5547,60,Pinopsida,Pinopsida,,5564,Coniferophyta,1
5548,60,Psilopsida,Psilopsida,,5565,Psilophyta,1
5553,60,Gnetopsida,Gnetopsida,,5568,Gnetophyta,1
5566,60,Liliopsida,Liliopsida,,5570,Magnoliophyta,1
5567,60,Magnoliopsida,Magnoliopsida,,5570,Magnoliophyta,1
16369,60,Cycadopsida,Cycadopsida,,16368,Cycadophyta,1
16463,60,Coniferopsida,Coniferopsida,,5564,Coniferophyta,1
16464,60,Taxopsida,Taxopsida,,5564,Coniferophyta,1
16465,60,Cordaitopsida,Cordaitopsida,,5564,Coniferophyta,1
16627,60,Psilotopsida,Psilotopsida,,16601,Psilotophyta,1
16633,60,Hepaticopsida,Hepaticopsida,,16600,Bryophyta,1
16666,60,Bacillariophyceae,Bacillariophyceae,,16604,Bacillariophyta,1
16667,60,Fragilariophyceae,Fragilariophyceae,,16604,Bacillariophyta,1
16669,60,Dinophyceae,Dinophyceae,,16605,Pyrrophycophyta,1
16670,60,Anthocerotopsida,Anthocerotopsida,,16404,Anthocerotae,1
16698,60,Bryopsida,Bryopsida,,16629,Musci,1
16699,60,Sphagnopsida,Sphagnopsida,,16629,Musci,1
16700,60,Andreaeopsida,Andreaeopsida,,16629,Musci,1
16703,60,Hepatopsida,Hepatopsida,,16634,Hepaticae,1
32988,60,Ginkgoopsida,Ginkgoopsida,,32987,Ginkgophyta,1
164429,60,Charophyceae,Charophyceae,,164428,Chlorophyta,1
164443,60,Chlorophyceae,Chlorophyceae,,164428,Chlorophyta,1
164444,60,Coscinodiscophyceae,Coscinodiscophyceae,,16604,Bacillariophyta,1
164454,60,Trebouxiophyceae,Trebouxiophyceae,,164428,Chlorophyta,1
164455,60,Ulvophyceae,Ulvophyceae,,164428,Chlorophyta,1
164461,60,Coleochaetophyceae,Coleochaetophyceae,,164451,Streptophyta,1
164462,60,Florideophyceae,Florideophyceae,,164449,Rhodophyta,1
164468,60,Mesostigmatophyceae,Mesostigmatophyceae,,164451,Streptophyta,1
164483,60,Zygnematophyceae,Zygnematophyceae,,164451,Streptophyta,1
164531,60,Chrysophyceae,Chrysophyceae,,164530,Heterokontophyta,1
164532,60,Cyanophyceae,Cyanophyceae,,164528,Cyanobacteria,1
164533,60,Euglenophyceae,Euglenophyceae,,164529,Euglenozoa,1
164534,60,Xanthophyceae,Xanthophyceae,,164530,Heterokontophyta,1
233265,60,Marattiopsida,Marattiopsida,,5562,Pteridophyta,1
233657,60,Polypodiopsida,Polypodiopsida,,5562,Pteridophyta,1
234435,65,CoreEudicots,CoreEudicots,,234401,Eudicots,1
5549,70,Zingiberidae,Zingiberidae,,5566,Liliopsida,1
5550,70,Asteridae,Asteridae,,5567,Magnoliopsida,1
5551,70,Alismatidae,Alismatidae,,5566,Liliopsida,1
5552,70,Commelinidae,Commelinidae,,5566,Liliopsida,1
5554,70,Magnoliidae,Magnoliidae,,5567,Magnoliopsida,1
5555,70,Rosidae,Rosidae,,5567,Magnoliopsida,1
5556,70,Hamamelidae,Hamamelidae,,5567,Magnoliopsida,1
5557,70,Caryophyllidae,Caryophyllidae,,5567,Magnoliopsida,1
5558,70,Arecidae,Arecidae,,5566,Liliopsida,1
5559,70,Liliidae,Liliidae,,5566,Liliopsida,1
5560,70,Dilleniidae,Dilleniidae,,5567,Magnoliopsida,1
16468,70,Hamamelididae,Hamamelididae,,5567,Magnoliopsida,1
16702,70,Jungermanniidae,Jungermanniidae,,16633,Hepaticopsida,1
16752,70,Marchantiae,Marchantiae,,16703,Hepatopsida,1
16753,70,Jungermanniae,Jungermanniae,,16703,Hepatopsida,1
16811,70,Sphagnidae,Sphagnidae,,16699,Sphagnopsida,1
16812,70,Andreaeidae,Andreaeidae,,16700,Andreaeopsida,1
16814,70,Bryidae,Bryidae,,16698,Bryopsida,1
234392,75,Magnoliids,Magnoliids,,5570,Magnoliophyta,1
234434,75,Commelinids,Commelinids,,234393,Monocots,1
234458,75,Asterids,Asterids,,234435,CoreEudicots,1
234466,75,Rosids,Rosids,,234435,CoreEudicots,1
234473,75,Fabids,Fabids,,234466,Rosids,1
234475,75,Malvids,Malvids,,234466,Rosids,1
234481,75,Campanulids,Campanulids,,234458,Asterids,1
234485,75,Lamiids,Lamiids,,234458,Asterids,1
5477,100,Campanulales,Campanulales,,5550,Asteridae,1
5478,100,Rubiales,Rubiales,,5550,Asteridae,1
5479,100,Orchidales,Orchidales,,5559,Liliidae,1
5480,100,Geraniales,Geraniales,,234475,Malvids,1
5481,100,Linales,Linales,,5555,Rosidae,1
5482,100,Polygalales,Polygalales,,5555,Rosidae,1
5483,100,Violales,Violales,,5560,Dilleniidae,1
5484,100,Apiales,Apiales,,234481,Campanulids,1
5485,100,Callitrichales,Callitrichales,,5550,Asteridae,1
5486,100,Fabales,Fabales,,234473,Fabids,1
5487,100,Pinales,Pinales,,5564,Coniferophyta,1
5488,100,Polypodiales,Polypodiales,,233657,Polypodiopsida,1
5489,100,Solanales,Solanales,,234485,Lamiids,1
5490,100,Salicales,Salicales,,5560,Dilleniidae,1
5491,100,Capparales,Capparales,,5560,Dilleniidae,1
5492,100,Gentianales,Gentianales,,234485,Lamiids,1
5493,100,Psilotales,Psilotales,,16627,Psilotopsida,1
5494,100,Lycopodiales,Lycopodiales,,5563,Lycopodiophyta,1
5495,100,Selaginellales,Selaginellales,,5546,Lycopodiopsida,1
5496,100,Isoetales,Isoetales,,5546,Lycopodiopsida,1
5497,100,Equisetales,Equisetales,,5544,Equisetopsida,1
5498,100,Ophioglossales,Ophioglossales,,5545,Filicopsida,1
5499,100,Alismatales,Alismatales,,234393,Monocots,1
5500,100,Lamiales,Lamiales,,234485,Lamiids,1
5501,100,Hydrocharitales,Hydrocharitales,,5551,Alismatidae,1
5502,100,Najadales,Najadales,,5551,Alismatidae,1
5503,100,Hydropteridales,Hydropteridales,,5545,Filicopsida,1
5504,100,Dipsacales,Dipsacales,,234481,Campanulids,1
5505,100,Asterales,Asterales,,234481,Campanulids,1
5506,100,Commelinales,Commelinales,,234434,Commelinids,1
5507,100,Ericales,Ericales,,234458,Asterids,1
5508,100,Juncales,Juncales,,5552,Commelinidae,1
5509,100,Cyperales,Cyperales,,5552,Commelinidae,1
5510,100,Ebenales,Ebenales,,5560,Dilleniidae,1
5511,100,Primulales,Primulales,,5560,Dilleniidae,1
5512,100,Ephedrales,Ephedrales,,5553,Gnetopsida,1
5513,100,Piperales,Piperales,,234392,Magnoliids,1
5514,100,Aristolochiales,Aristolochiales,,5554,Magnoliidae,1
5515,100,Nymphaeales,Nymphaeales,,234309,AnitaGradeClade1,1
5516,100,Ranunculales,Ranunculales,,234401,Eudicots,1
5517,100,Plantaginales,Plantaginales,,5550,Asteridae,1
5518,100,Scrophulariales,Scrophulariales,,5550,Asteridae,1
5519,100,Haloragales,Haloragales,,5555,Rosidae,1
5520,100,Myrtales,Myrtales,,234475,Malvids,1
5521,100,Papaverales,Papaverales,,5554,Magnoliidae,1
5522,100,Cornales,Cornales,,234458,Asterids,1
5523,100,Santalales,Santalales,,234435,CoreEudicots,1
5524,100,Rafflesiales,Rafflesiales,,5555,Rosidae,1
5525,100,Celastrales,Celastrales,,234473,Fabids,1
5526,100,Polygonales,Polygonales,,5557,Caryophyllidae,1
5527,100,Rosales,Rosales,,234473,Fabids,1
5528,100,Hamamelidales,Hamamelidales,,5556,Hamamelidae,1
5529,100,Urticales,Urticales,,5556,Hamamelidae,1
5530,100,Juglandales,Juglandales,,5556,Hamamelidae,1
5531,100,Fagales,Fagales,,234473,Fabids,1
5532,100,Typhales,Typhales,,5552,Commelinidae,1
5533,100,Bromeliales,Bromeliales,,5549,Zingiberidae,1
5534,100,Caryophyllales,Caryophyllales,,234435,CoreEudicots,1
5535,100,Arecales,Arecales,,234434,Commelinids,1
5536,100,Euphorbiales,Euphorbiales,,5555,Rosidae,1
5537,100,Arales,Arales,,5558,Arecidae,1
5538,100,Liliales,Liliales,,234393,Monocots,1
5539,100,Rhamnales,Rhamnales,,5555,Rosidae,1
5540,100,Plumbaginales,Plumbaginales,,5557,Caryophyllidae,1
5541,100,Theales,Theales,,5560,Dilleniidae,1
5542,100,Sapindales,Sapindales,,234475,Malvids,1
5543,100,Malvales,Malvales,,234475,Malvids,1
16370,100,Cycadales,Cycadales,,16368,Cycadophyta,1
16405,100,Marattiales,Marattiales,,233265,Marattiopsida,1
16406,100,Taxales,Taxales,,5547,Pinopsida,1
16407,100,Zingiberales,Zingiberales,,234434,Commelinids,1
16429,100,Polemoniales,Polemoniales,,5550,Asteridae,1
16430,100,Calycerales,Calycerales,,5550,Asteridae,1
16432,100,Triuridales,Triuridales,,5551,Alismatidae,1
16445,100,Hydatellales,Hydatellales,,5552,Commelinidae,1
16446,100,Eriocaulales,Eriocaulales,,5552,Commelinidae,1
16447,100,Restionales,Restionales,,5552,Commelinidae,1
16466,100,Welwitschiales,Welwitschiales,,5553,Gnetopsida,1
16467,100,Gnetales,Gnetales,,5568,Gnetophyta,1
16469,100,Magnoliales,Magnoliales,,234392,Magnoliids,1
16470,100,Illiciales,Illiciales,,5554,Magnoliidae,1
16471,100,Laurales,Laurales,,234392,Magnoliids,1
16519,100,Proteales,Proteales,,234401,Eudicots,1
16520,100,Podostemales,Podostemales,,5555,Rosidae,1
16521,100,Rhizophorales,Rhizophorales,,5555,Rosidae,1
16536,100,Casuarinales,Casuarinales,,5556,Hamamelidae,1
16537,100,Leitneriales,Leitneriales,,5556,Hamamelidae,1
16538,100,Myricales,Myricales,,5556,Hamamelidae,1
16552,100,Cyclanthales,Cyclanthales,,5558,Arecidae,1
16553,100,Pandanales,Pandanales,,234393,Monocots,1
16571,100,Diapensiales,Diapensiales,,5560,Dilleniidae,1
16572,100,Batales,Batales,,5560,Dilleniidae,1
16573,100,Umbellales,Umbellales,,5560,Dilleniidae,1
16574,100,Sarraceniales,Sarraceniales,,5560,Dilleniidae,1
16575,100,Dilleniales,Dilleniales,,234435,CoreEudicots,1
16576,100,Lecythidales,Lecythidales,,5560,Dilleniidae,1
16577,100,Nepenthales,Nepenthales,,5560,Dilleniidae,1
16612,100,Trochodendrales,Trochodendrales,,234401,Eudicots,1
16613,100,Daphniphyllales,Daphniphyllales,,16468,Hamamelididae,1
16614,100,Didymelales,Didymelales,,16468,Hamamelididae,1
16615,100,Eucommiales,Eucommiales,,16468,Hamamelididae,1
16630,100,Schistostegales,Schistostegales,,16600,Bryophyta,1
16631,100,Dawsoniales,Dawsoniales,,16600,Bryophyta,1
16632,100,Tetraphales,Tetraphales,,16600,Bryophyta,1
16645,100,Cordaitales,Cordaitales,,16465,Cordaitopsida,1
16646,100,Coniferales,Coniferales,,16463,Coniferopsida,1
16701,100,Rhaphoneidales,Rhaphoneidales,,16667,Fragilariophyceae,1
16705,100,Pennales,Pennales,,16666,Bacillariophyceae,1
16706,100,Centrales,Centrales,,16666,Bacillariophyceae,1
16707,100,Gonyaulacales,Gonyaulacales,,16669,Dinophyceae,1
16708,100,Peridiniales,Peridiniales,,16669,Dinophyceae,1
16709,100,Gymnodiniales,Gymnodiniales,,16669,Dinophyceae,1
16710,100,Dinophysiales,Dinophysiales,,16669,Dinophyceae,1
16711,100,Prorocentrales,Prorocentrales,,16669,Dinophyceae,1
16712,100,Suessiales,Suessiales,,16669,Dinophyceae,1
16713,100,Syndiniales,Syndiniales,,16669,Dinophyceae,1
16714,100,Blastodiniales,Blastodiniales,,16669,Dinophyceae,1
16715,100,Thoracosphaerales,Thoracosphaerales,,16669,Dinophyceae,1
16716,100,Actiniscales,Actiniscales,,16669,Dinophyceae,1
16717,100,Brachydiniales,Brachydiniales,,16669,Dinophyceae,1
16718,100,Lophodiniales,Lophodiniales,,16669,Dinophyceae,1
16719,100,Noctilucales,Noctilucales,,16669,Dinophyceae,1
16720,100,Dinotrichales,Dinotrichales,,16669,Dinophyceae,1
16721,100,Phytodiniales,Phytodiniales,,16669,Dinophyceae,1
16722,100,Ptychodiscales,Ptychodiscales,,16669,Dinophyceae,1
16723,100,Anthocerotales,Anthocerotales,,16670,Anthocerotopsida,1
16755,100,Monocleales,Monocleales,,16702,Jungermanniidae,1
16813,100,Polytrichidae,Polytrichidae,,16698,Bryopsida,1
16815,100,Tetraphidae,Tetraphidae,,16698,Bryopsida,1
16816,100,Andreaeobryales,Andreaeobryales,,16812,Andreaeidae,1
16817,100,Andreaeales,Andreaeales,,16812,Andreaeidae,1
16818,100,Metzgeriales,Metzgeriales,,16753,Jungermanniae,1
16819,100,Calobryales,Calobryales,,16753,Jungermanniae,1
16820,100,Jungermanniales,Jungermanniales,,16753,Jungermanniae,1
16821,100,Takakiales,Takakiales,,16753,Jungermanniae,1
16822,100,Sphaerocarpales,Sphaerocarpales,,16752,Marchantiae,1
16823,100,Marchantiales,Marchantiales,,16752,Marchantiae,1
16824,100,Sphagnales,Sphagnales,,16811,Sphagnidae,1
16827,100,Hypnales,Hypnales,,16814,Bryidae,1
16828,100,Seligeriales,Seligeriales,,16814,Bryidae,1
16829,100,Buxbaumiales,Buxbaumiales,,16814,Bryidae,1
16830,100,Encalyptales,Encalyptales,,16814,Bryidae,1
16831,100,Hookeriales,Hookeriales,,16814,Bryidae,1
16832,100,Isobryales,Isobryales,,16814,Bryidae,1
16833,100,Pottiales,Pottiales,,16814,Bryidae,1
16834,100,Fissidentales,Fissidentales,,16814,Bryidae,1
16835,100,Orthotrichales,Orthotrichales,,16814,Bryidae,1
16836,100,Grimmiales,Grimmiales,,16814,Bryidae,1
16839,100,Dicranales,Dicranales,,16814,Bryidae,1
16840,100,Schistostegiales,Schistostegiales,,16814,Bryidae,1
16841,100,Bryales,Bryales,,16814,Bryidae,1
16842,100,Hypnobryales,Hypnobryales,,16814,Bryidae,1
16843,100,Splachnales,Splachnales,,16814,Bryidae,1
16844,100,Funariales,Funariales,,16814,Bryidae,1
16845,100,Archidiales,Archidiales,,16814,Bryidae,1
16846,100,Seligerales,Seligerales,,16814,Bryidae,1
16847,100,Leucodontales,Leucodontales,,16814,Bryidae,1
16848,100,Tetraphidales,Tetraphidales,,16814,Bryidae,1
16849,100,Polytrichales,Polytrichales,,16814,Bryidae,1
32989,100,Ginkgoales,Ginkgoales,,32987,Ginkgophyta,1
164408,100,Asparagales,Asparagales,,234393,Monocots,1
164430,100,Charales,Charales,,164429,Charophyceae,1
164441,100,Achnanthales,Achnanthales,,16666,Bacillariophyceae,1
164442,100,Bacillariales,Bacillariales,,16666,Bacillariophyceae,1
164445,100,Cymbellales,Cymbellales,,16666,Bacillariophyceae,1
164446,100,Fragilariales,Fragilariales,,16666,Bacillariophyceae,1
164447,100,Lyrellales,Lyrellales,,16666,Bacillariophyceae,1
164448,100,Naviculales,Naviculales,,16666,Bacillariophyceae,1
164450,100,Rhopalodiales,Rhopalodiales,,16666,Bacillariophyceae,1
164452,100,Surirellales,Surirellales,,16666,Bacillariophyceae,1
164453,100,Tabellariales,Tabellariales,,16666,Bacillariophyceae,1
164456,100,Chaetophorales,Chaetophorales,,164443,Chlorophyceae,1
164457,100,Chlorellales,Chlorellales,,164454,Trebouxiophyceae,1
164458,100,Chlorococcales,Chlorococcales,,164443,Chlorophyceae,1
164459,100,Cladophorales,Cladophorales,,164455,Ulvophyceae,1
164467,100,Melosirales,Melosirales,,164444,Coscinodiscophyceae,1
164469,100,Microsporales,Microsporales,,164443,Chlorophyceae,1
164470,100,Oedogoniales,Oedogoniales,,164443,Chlorophyceae,1
164471,100,Oocystales,Oocystales,,164454,Trebouxiophyceae,1
164474,100,Prasiolales,Prasiolales,,164454,Trebouxiophyceae,1
164476,100,Sphaeropleales,Sphaeropleales,,164443,Chlorophyceae,1
164479,100,Tetrasporales,Tetrasporales,,164443,Chlorophyceae,1
164480,100,Ulotrichales,Ulotrichales,,164455,Ulvophyceae,1
164481,100,Ulvales,Ulvales,,164455,Ulvophyceae,1
164482,100,Volvocales,Volvocales,,164443,Chlorophyceae,1
164489,100,Batrachospermales,Batrachospermales,,164462,Florideophyceae,1
164491,100,Chaetosphaeridiales,Chaetosphaeridiales,,164468,Mesostigmatophyceae,1
164496,100,Coleochaetales,Coleochaetales,,164461,Coleochaetophyceae,1
164511,100,Zygnematales,Zygnematales,,164483,Zygnematophyceae,1
164538,100,Chroococcales,Chroococcales,,164532,Cyanophyceae,1
164539,100,Euglenales,Euglenales,,164533,Euglenophyceae,1
164540,100,Hydrurales,Hydrurales,,164531,Chrysophyceae,1
164541,100,Mischococcales,Mischococcales,,164534,Xanthophyceae,1
164542,100,Nostocales,Nostocales,,164532,Cyanophyceae,1
164543,100,Oscillatoriales,Oscillatoriales,,164532,Cyanophyceae,1
164544,100,Pseudanabaenales,Pseudanabaenales,,164532,Cyanophyceae,1
164545,100,Synechococcales,Synechococcales,,164532,Cyanophyceae,1
164546,100,Tribonematales,Tribonematales,,164534,Xanthophyceae,1
164547,100,Vaucheriales,Vaucheriales,,164534,Xanthophyceae,1
234315,100,Cyatheales,Cyatheales,,233657,Polypodiopsida,1
234320,100,Gleicheniales,Gleicheniales,,233657,Polypodiopsida,1
234322,100,Hymenophyllales,Hymenophyllales,,233657,Polypodiopsida,1
234334,100,Osmundales,Osmundales,,233657,Polypodiopsida,1
234339,100,Salviniales,Salviniales,,233657,Polypodiopsida,1
234340,100,Schizaeales,Schizaeales,,233657,Polypodiopsida,1
234370,100,Amborellales,Amborellales,,234309,AnitaGradeClade1,1
234385,100,Austrobaileyales,Austrobaileyales,,234371,AnitaGradeClade2,1
