sourceid,kingdomid,rankid,sciname,unitname1,author,sourceparentid,parentstr,acceptance
127325,4,140,Dothioraceae,Dothioraceae,"Theiss. & H. Syd.",51666,Dothideales,1
127327,4,140,Coenogoniaceae,Coenogoniaceae,"(Fr.) Stizenb.",51677,Ostropales,1
127328,4,140,Niessliaceae,Niessliaceae,Kirschst.,51670,Hypocreales,1
127329,4,140,Hyaloscyphaceae,Hyaloscyphaceae,Nannf.,127043,Helotiales,1
127331,4,140,Porinaceae,Porinaceae,Reichenb.,51677,Ostropales,1
127332,4,140,Megasporaceae,Megasporaceae,"Lumbsch, Feige & K. Schmitz",51680,Pertusariales,1
127346,4,140,"Lecanoromycetes, genera incertae sedis","Lecanoromycetes, genera incertae sedis",NULL,127138,Lecanoromycetes,1
127347,4,140,"Lecanorales, genera incertae sedis","Lecanorales,",NULL,51671,Lecanorales,1
127351,4,140,Megalariaceae,Megalariaceae,NULL,51671,Lecanorales,1
127360,4,140,Aspidotheliaceae,Aspidotheliaceae,"Rasenen ex J. C. David & D. Hawksw.",51658,Ascomycota,1
127367,4,140,Nectriaceae,Nectriaceae,"Tul. & C. Tul.",51670,Hypocreales,1
127370,4,140,Gnomoniaceae,Gnomoniaceae,"G. Winter",127369,Diaporthales,1
127392,4,140,Requienellaceae,Requienellaceae,Boise,51683,Pyrenulales,1
127393,4,140,Scoliciosporaceae,Scoliciosporaceae,Hafellner,51671,Lecanorales,1
127397,4,140,Mytilinidiaceae,Mytilinidiaceae,Kirschst.,127396,Mytilinidiales,1
127530,4,140,Malmideaceae,Malmideaceae,"Kalb, Rivas Plata & Lumbsch ",51671,Lecanorales,1
127660,4,140,Massalongiaceae,Massalongiaceae,"Wedin, P. M. Jørgensen & E. Wiklund",127304,Peltigerineae,1
128186,4,140,Elixiaceae,Elixiaceae,Lumbsch,127349,Umbilicariales,1
128270,4,140,Trichosphaeriaceae,Trichosphaeriaceae,"G. Winter",128269,Trichosphaeriales,1
128329,4,140,Roccellographaceae,Roccellographaceae,"Ertz & Tehler",51663,Arthoniales,1
148899,4,140,Gypsoplacaceae,Gypsoplacaceae,NULL,51657,Fungi,1
150407,4,140,Lahmiaceae,Lahmiaceae,NULL,51657,Fungi,1
186294,4,140,Tephromelataceae,Tephromelataceae,NULL,51657,Fungi,1
194263,4,140,Acrospermaceae,Acrospermaceae,NULL,51657,Fungi,1
194327,4,140,Agaricaceae,Agaricaceae,NULL,51657,Fungi,1
194328,4,140,Agaricomycetes,Agaricomycetes,NULL,51657,Fungi,1
194329,4,140,Agaricostilbaceae,Agaricostilbaceae,NULL,51657,Fungi,1
194344,4,140,Aigialaceae,Aigialaceae,NULL,51657,Fungi,1
194467,4,140,Amniculicolaceae,Amniculicolaceae,NULL,51657,Fungi,1
194658,4,140,Amylocorticiaceae,Amylocorticiaceae,NULL,51657,Fungi,1
194660,4,140,Amylostereaceae,Amylostereaceae,NULL,51657,Fungi,1
194726,4,140,Annulatascaceae,Annulatascaceae,NULL,51657,Fungi,1
194770,4,140,Aphanopsidaceae,Aphanopsidaceae,NULL,51657,Fungi,1
194771,4,140,Aphelariaceae,Aphelariaceae,NULL,51657,Fungi,1
194778,4,140,Apiosporaceae,Apiosporaceae,NULL,51657,Fungi,1
194788,4,140,Aquamycetaceae,Aquamycetaceae,NULL,51657,Fungi,1
194800,4,140,Arcyriaceae,Arcyriaceae,NULL,51657,Fungi,1
194977,4,140,Arthrodermataceae,Arthrodermataceae,NULL,51657,Fungi,1
195034,4,140,Ascobolaceae,Ascobolaceae,NULL,51657,Fungi,1
195038,4,140,Ascodesmidaceae,Ascodesmidaceae,NULL,51657,Fungi,1
195039,4,140,Ascodichaenaceae,Ascodichaenaceae,NULL,51657,Fungi,1
195163,4,140,Asterinaceae,Asterinaceae,NULL,51657,Fungi,1
195258,4,140,Auriculariaceae,Auriculariaceae,NULL,51657,Fungi,1
195260,4,140,Auriscalpiaceae,Auriscalpiaceae,NULL,51657,Fungi,1
195405,4,140,Bangiaceae,Bangiaceae,NULL,51657,Fungi,1
196072,4,140,Boliniaceae,Boliniaceae,NULL,51657,Fungi,1
196139,4,140,Botryobasidiaceae,Botryobasidiaceae,NULL,51657,Fungi,1
196435,4,140,Bulgariaceae,Bulgariaceae,NULL,51657,Fungi,1
196444,4,140,Byssolomataceae,Byssolomataceae,NULL,51657,Fungi,1
196452,4,140,Cainiaceae,Cainiaceae,NULL,51657,Fungi,1
197214,4,140,Caloscyphaceae,Caloscyphaceae,NULL,51657,Fungi,1
197215,4,140,Calosphaeriaceae,Calosphaeriaceae,NULL,51657,Fungi,1
197268,4,140,Cantharellaceae,Cantharellaceae,NULL,51657,Fungi,1
197292,4,140,Catabotrydaceae,Catabotrydaceae,NULL,51657,Fungi,1
197407,4,140,Caudosporidae,Caudosporidae,NULL,51657,Fungi,1
197478,4,140,Ceratiomyxaceae,Ceratiomyxaceae,NULL,51657,Fungi,1
197479,4,140,Ceratobasidiaceae,Ceratobasidiaceae,NULL,51657,Fungi,1
197488,4,140,Ceratostomataceae,Ceratostomataceae,NULL,51657,Fungi,1
197585,4,140,Chaetomiaceae,Chaetomiaceae,NULL,51657,Fungi,1
197587,4,140,Chaetosphaerellaceae,Chaetosphaerellaceae,NULL,51657,Fungi,1
197588,4,140,Chaetosphaeriaceae,Chaetosphaeriaceae,NULL,51657,Fungi,1
197589,4,140,Chaetothyriaceae,Chaetothyriaceae,NULL,51657,Fungi,1
197647,4,140,Choanephoraceae,Choanephoraceae,NULL,51657,Fungi,1
197651,4,140,Chorioactidaceae,Chorioactidaceae,NULL,51657,Fungi,1
197670,4,140,Chytridiaceae,Chytridiaceae,NULL,51657,Fungi,1
198019,4,140,Clavicipitaceae,Clavicipitaceae,NULL,51657,Fungi,1
198021,4,140,Clavulinaceae,Clavulinaceae,NULL,51657,Fungi,1
198030,4,140,Clypeosphaeriaceae,Clypeosphaeriaceae,NULL,51657,Fungi,1
198044,4,140,Coccodiniaceae,Coccodiniaceae,NULL,51657,Fungi,1
198045,4,140,Coccoideaceae,Coccoideaceae,NULL,51657,Fungi,1
198268,4,140,Coniochaetaceae,Coniochaetaceae,NULL,51657,Fungi,1
198282,4,140,Coniophoraceae,Coniophoraceae,NULL,51657,Fungi,1
198287,4,140,Cookellaceae,Cookellaceae,NULL,51657,Fungi,1
198288,4,140,Cordycipitaceae,Cordycipitaceae,NULL,51657,Fungi,1
199087,4,140,Cortinariaceae,Cortinariaceae,NULL,51657,Fungi,1
199143,4,140,Coryneliaceae,Coryneliaceae,NULL,51657,Fungi,1
199182,4,140,Cribrariaceae,Cribrariaceae,NULL,51657,Fungi,1
199220,4,140,Cronartiaceae,Cronartiaceae,NULL,51657,Fungi,1
199224,4,140,Cryphonectriaceae,Cryphonectriaceae,NULL,51657,Fungi,1
199322,4,140,Cucurbitariaceae,Cucurbitariaceae,NULL,51657,Fungi,1
199324,4,140,Cunninghamellaceae,Cunninghamellaceae,NULL,51657,Fungi,1
199382,4,140,Cyanophyta,Cyanophyta,NULL,51657,Fungi,1
199407,4,140,Cyphellaceae,Cyphellaceae,NULL,51657,Fungi,1
199412,4,140,Cystostereaceae,Cystostereaceae,NULL,51657,Fungi,1
199416,4,140,Dacrymycetaceae,Dacrymycetaceae,NULL,51657,Fungi,1
199433,4,140,Davidiellaceae,Davidiellaceae,NULL,51657,Fungi,1
199457,4,140,Dermateaceae,Dermateaceae,NULL,51657,Fungi,1
199533,4,140,Diaporthaceae,Diaporthaceae,NULL,51657,Fungi,1
199534,4,140,Diatrypaceae,Diatrypaceae,NULL,51657,Fungi,1
199553,4,140,Dictydiaethaliaceae,Dictydiaethaliaceae,NULL,51657,Fungi,1
199586,4,140,Didymiaceae,Didymiaceae,NULL,51657,Fungi,1
199587,4,140,Didymosphaeriaceae,Didymosphaeriaceae,NULL,51657,Fungi,1
199708,4,140,Discinaceae,Discinaceae,NULL,51657,Fungi,1
199721,4,140,Doassansiaceae,Doassansiaceae,NULL,51657,Fungi,1
199729,4,140,Dothideaceae,Dothideaceae,NULL,51657,Fungi,1
199730,4,140,Dothidotthiaceae,Dothidotthiaceae,NULL,51657,Fungi,1
199803,4,140,Echinodontiaceae,Echinodontiaceae,NULL,51657,Fungi,1
199818,4,140,Elsinoaceae,Elsinoaceae,NULL,51657,Fungi,1
199928,4,140,Endochytriaceae,Endochytriaceae,NULL,51657,Fungi,1
199945,4,140,Englerulaceae,Englerulaceae,NULL,51657,Fungi,1
199987,4,140,Entolomataceae,Entolomataceae,NULL,51657,Fungi,1
200075,4,140,Erysiphaceae,Erysiphaceae,NULL,51657,Fungi,1
200090,4,140,Euantennariaceae,Euantennariaceae,NULL,51657,Fungi,1
200159,4,140,Fenestellaceae,Fenestellaceae,NULL,51657,Fungi,1
200169,4,140,Fistulinaceae,Fistulinaceae,NULL,51657,Fungi,1
200173,4,140,Fomitopsidaceae,Fomitopsidaceae,NULL,51657,Fungi,1
200243,4,140,Ganodermataceae,Ganodermataceae,NULL,51657,Fungi,1
200339,4,140,Geoglossaceae,Geoglossaceae,NULL,51657,Fungi,1
200340,4,140,Geosiphonaceae,Geosiphonaceae,NULL,51657,Fungi,1
200353,4,140,Globomycetaceae,Globomycetaceae,NULL,51657,Fungi,1
200356,4,140,Gloeophyllaceae,Gloeophyllaceae,NULL,51657,Fungi,1
200360,4,140,Glomeraceae,Glomeraceae,NULL,51657,Fungi,1
200361,4,140,Glomerellaceae,Glomerellaceae,NULL,51657,Fungi,1
200480,4,140,Gomphaceae,Gomphaceae,NULL,51657,Fungi,1
200494,4,140,Gorgonomycetaceae,Gorgonomycetaceae,NULL,51657,Fungi,1
200498,4,140,Grammotheleaceae,Grammotheleaceae,NULL,51657,Fungi,1
200579,4,140,Graphiolaceae,Graphiolaceae,NULL,51657,Fungi,1
200748,4,140,Graphostromataceae,Graphostromataceae,NULL,51657,Fungi,1
201073,4,140,Halosphaeriaceae,Halosphaeriaceae,NULL,51657,Fungi,1
201113,4,140,Helicobasidiaceae,Helicobasidiaceae,NULL,51657,Fungi,1
201117,4,140,Helminthosphaeriaceae,Helminthosphaeriaceae,NULL,51657,Fungi,1
201125,4,140,Helvellaceae,Helvellaceae,NULL,51657,Fungi,1
201126,4,140,Hemiphacidiaceae,Hemiphacidiaceae,NULL,51657,Fungi,1
201180,4,140,Hericiaceae,Hericiaceae,NULL,51657,Fungi,1
201323,4,140,Hydnaceae,Hydnaceae,NULL,51657,Fungi,1
201324,4,140,Hydnodontaceae,Hydnodontaceae,NULL,51657,Fungi,1
201345,4,140,Hymenochaetaceae,Hymenochaetaceae,NULL,51657,Fungi,1
201418,4,140,Hyponectriaceae,Hyponectriaceae,NULL,51657,Fungi,1
201900,4,140,Inocybaceae,Inocybaceae,NULL,51657,Fungi,1
202132,4,140,Lachnocladiaceae,Lachnocladiaceae,NULL,51657,Fungi,1
202434,4,140,Lasiosphaeriaceae,Lasiosphaeriaceae,NULL,51657,Fungi,1
204375,4,140,Leptopeltidaceae,Leptopeltidaceae,NULL,51657,Fungi,1
204387,4,140,Leptosphaeriaceae,Leptosphaeriaceae,NULL,51657,Fungi,1
204469,4,140,Liceaceae,Liceaceae,NULL,51657,Fungi,1
205472,4,140,Lichtheimiaceae,Lichtheimiaceae,NULL,51657,Fungi,1
205680,4,140,Lyophyllaceae,Lyophyllaceae,NULL,51657,Fungi,1
205702,4,140,Magnaporthaceae,Magnaporthaceae,NULL,51657,Fungi,1
205756,4,140,Marasmiaceae,Marasmiaceae,NULL,51657,Fungi,1
205765,4,140,Massariaceae,Massariaceae,NULL,51657,Fungi,1
205766,4,140,Massarinaceae,Massarinaceae,NULL,51657,Fungi,1
205820,4,140,Melampsoraceae,Melampsoraceae,NULL,51657,Fungi,1
205843,4,140,Melanconidaceae,Melanconidaceae,NULL,51657,Fungi,1
205926,4,140,Meliolaceae,Meliolaceae,NULL,51657,Fungi,1
205935,4,140,Melogrammataceae,Melogrammataceae,NULL,51657,Fungi,1
205946,4,140,Meripilaceae,Meripilaceae,NULL,51657,Fungi,1
205958,4,140,Meruliaceae,Meruliaceae,NULL,51657,Fungi,1
205959,4,140,Mesnieraceae,Mesnieraceae,NULL,51657,Fungi,1
205960,4,140,Mesophelliaceae,Mesophelliaceae,NULL,51657,Fungi,1
205962,4,140,Metacapnodiaceae,Metacapnodiaceae,NULL,51657,Fungi,1
206045,4,140,Microbotryaceae,Microbotryaceae,NULL,51657,Fungi,1
206066,4,140,Micropeltidaceae,Micropeltidaceae,NULL,51657,Fungi,1
206128,4,140,Microtheliopsidaceae,Microtheliopsidaceae,NULL,51657,Fungi,1
206157,4,140,Montagnulaceae,Montagnulaceae,NULL,51657,Fungi,1
206160,4,140,Morchellaceae,Morchellaceae,NULL,51657,Fungi,1
206161,4,140,Moriolaceae,Moriolaceae,NULL,51657,Fungi,1
206604,4,140,Mucoraceae,Mucoraceae,NULL,51657,Fungi,1
206630,4,140,Mycenaceae,Mycenaceae,NULL,51657,Fungi,1
208264,4,140,Myriangiaceae,Myriangiaceae,NULL,51657,Fungi,1
208692,4,140,Niaceae,Niaceae,NULL,51657,Fungi,1
208706,4,140,Nostocaceae,Nostocaceae,NULL,51657,Fungi,1
208834,4,140,Onygenaceae,Onygenaceae,NULL,51657,Fungi,1
208977,4,140,Ophiocordycipitaceae,Ophiocordycipitaceae,NULL,51657,Fungi,1
208981,4,140,Ophiostomataceae,Ophiostomataceae,NULL,51657,Fungi,1
209005,4,140,Orbiliaceae,Orbiliaceae,NULL,51657,Fungi,1
209022,4,140,Pachnocybaceae,Pachnocybaceae,NULL,51657,Fungi,1
209029,4,140,Pachyascaceae,Pachyascaceae,NULL,51657,Fungi,1
210301,4,140,Parmulariaceae,Parmulariaceae,NULL,51657,Fungi,1
210302,4,140,Parodiellaceae,Parodiellaceae,NULL,51657,Fungi,1
211067,4,140,Patellariaceae,Patellariaceae,NULL,51657,Fungi,1
211221,4,140,Peniophoraceae,Peniophoraceae,NULL,51657,Fungi,1
211591,4,140,Pezizaceae,Pezizaceae,NULL,51657,Fungi,1
211595,4,140,Phacidiaceae,Phacidiaceae,NULL,51657,Fungi,1
211627,4,140,Phaeochoraceae,Phaeochoraceae,NULL,51657,Fungi,1
211695,4,140,Phaeosphaeriaceae,Phaeosphaeriaceae,NULL,51657,Fungi,1
211709,4,140,Phaeotrichaceae,Phaeotrichaceae,NULL,51657,Fungi,1
211710,4,140,Phallaceae,Phallaceae,NULL,51657,Fungi,1
211713,4,140,Phanerochaetaceae,Phanerochaetaceae,NULL,51657,Fungi,1
211751,4,140,Phleogenaceae,Phleogenaceae,NULL,51657,Fungi,1
211809,4,140,Phycomycetaceae,Phycomycetaceae,NULL,51657,Fungi,1
211940,4,140,Phyllobatheliaceae,Phyllobatheliaceae,NULL,51657,Fungi,1
212069,4,140,Physalacriaceae,Physalacriaceae,NULL,51657,Fungi,1
212070,4,140,Physaraceae,Physaraceae,NULL,51657,Fungi,1
212398,4,140,Pilobolaceae,Pilobolaceae,NULL,51657,Fungi,1
212960,4,140,Planistromellaceae,Planistromellaceae,NULL,51657,Fungi,1
213893,4,140,Pleurostomataceae,Pleurostomataceae,NULL,51657,Fungi,1
213894,4,140,Pleurotaceae,Pleurotaceae,NULL,51657,Fungi,1
213908,4,140,Pluteaceae,Pluteaceae,NULL,51657,Fungi,1
213976,4,140,Polyporaceae,Polyporaceae,NULL,51657,Fungi,1
213977,4,140,Polyporales,Polyporales,NULL,51657,Fungi,1
213985,4,140,Polystomellaceae,Polystomellaceae,NULL,51657,Fungi,1
214130,4,140,Protrudomycetaceae,Protrudomycetaceae,NULL,51657,Fungi,1
214233,4,140,Pseudovalsaceae,Pseudovalsaceae,NULL,51657,Fungi,1
214340,4,140,Pterulaceae,Pterulaceae,NULL,51657,Fungi,1
214362,4,140,Pucciniaceae,Pucciniaceae,NULL,51657,Fungi,1
214450,4,140,Pyrenothricaceae,Pyrenothricaceae,NULL,51657,Fungi,1
214496,4,140,Pyronemataceae,Pyronemataceae,NULL,51657,Fungi,1
214696,4,140,Raveneliaceae,Raveneliaceae,NULL,51657,Fungi,1
214790,4,140,Reticulascaceae,Reticulascaceae,NULL,51657,Fungi,1
215429,4,140,Rhizophydiaceae,Rhizophydiaceae,NULL,51657,Fungi,1
215449,4,140,Rhytismataceae,Rhytismataceae,NULL,51657,Fungi,1
215450,4,140,Rhytismatales,Rhytismatales,NULL,51657,Fungi,1
215609,4,140,Roesleriaceae,Roesleriaceae,NULL,51657,Fungi,1
215631,4,140,Russulaceae,Russulaceae,NULL,51657,Fungi,1
215632,4,140,Rutstroemiaceae,Rutstroemiaceae,NULL,51657,Fungi,1
215633,4,140,Saccardiaceae,Saccardiaceae,NULL,51657,Fungi,1
215664,4,140,Saprolegniaceae,Saprolegniaceae,NULL,51657,Fungi,1
215697,4,140,Sarcoscyphaceae,Sarcoscyphaceae,NULL,51657,Fungi,1
215698,4,140,Sarcosomataceae,Sarcosomataceae,NULL,51657,Fungi,1
215737,4,140,Schizoparmaceae,Schizoparmaceae,NULL,51657,Fungi,1
215739,4,140,Schizophyllaceae,Schizophyllaceae,NULL,51657,Fungi,1
215740,4,140,Schizoporaceae,Schizoporaceae,NULL,51657,Fungi,1
215741,4,140,Schizothyriaceae,Schizothyriaceae,NULL,51657,Fungi,1
215754,4,140,Sclerotiniaceae,Sclerotiniaceae,NULL,51657,Fungi,1
215794,4,140,Sebacinaceae,Sebacinaceae,NULL,51657,Fungi,1
215824,4,140,Septobasidiaceae,Septobasidiaceae,NULL,51657,Fungi,1
215857,4,140,Seuratiaceae,Seuratiaceae,NULL,51657,Fungi,1
215895,4,140,Sordariaceae,Sordariaceae,NULL,51657,Fungi,1
218531,4,140,Sporormiaceae,Sporormiaceae,NULL,51657,Fungi,1
218716,4,140,Stemonitidaceae,Stemonitidaceae,NULL,51657,Fungi,1
218736,4,140,Stephanosporaceae,Stephanosporaceae,NULL,51657,Fungi,1
218738,4,140,Stereaceae,Stereaceae,NULL,51657,Fungi,1
219588,4,140,Sydowiellaceae,Sydowiellaceae,NULL,51657,Fungi,1
219593,4,140,Syncephalastraceae,Syncephalastraceae,NULL,51657,Fungi,1
219594,4,140,Synchytriaceae,Synchytriaceae,NULL,51657,Fungi,1
219882,4,140,Teratosphaeriaceae,Teratosphaeriaceae,NULL,51657,Fungi,1
219883,4,140,Tetragoniomycetaceae,Tetragoniomycetaceae,NULL,51657,Fungi,1
219884,4,140,Tetraplosphaeriaceae,Tetraplosphaeriaceae,NULL,51657,Fungi,1
220014,4,140,Thelebolaceae,Thelebolaceae,NULL,51657,Fungi,1
220018,4,140,Thelephoraceae,Thelephoraceae,NULL,51657,Fungi,1
220207,4,140,Thyridiaceae,Thyridiaceae,NULL,51657,Fungi,1
220418,4,140,Trentepohliaceae,Trentepohliaceae,NULL,51657,Fungi,1
220419,4,140,Triblidiaceae,Triblidiaceae,NULL,51657,Fungi,1
220422,4,140,Trichiaceae,Trichiaceae,NULL,51657,Fungi,1
221198,4,140,Trichosporonaceae,Trichosporonaceae,NULL,51657,Fungi,1
221486,4,140,Tubeufiaceae,Tubeufiaceae,NULL,51657,Fungi,1
221487,4,140,Tubiferaceae,Tubiferaceae,NULL,51657,Fungi,1
221488,4,140,Tubulicrinaceae,Tubulicrinaceae,NULL,51657,Fungi,1
221495,4,140,Tulasnellaceae,Tulasnellaceae,NULL,51657,Fungi,1
221599,4,140,Typhulaceae,Typhulaceae,NULL,51657,Fungi,1
221602,4,140,Ulvaceae,Ulvaceae,NULL,51657,Fungi,1
221603,4,140,Umbelopsidaceae,Umbelopsidaceae,NULL,51657,Fungi,1
221722,4,140,Uropyxidaceae,Uropyxidaceae,NULL,51657,Fungi,1
222033,4,140,Ustilaginaceae,Ustilaginaceae,NULL,51657,Fungi,1
222034,4,140,Valsaceae,Valsaceae,NULL,51657,Fungi,1
222105,4,140,Venturiaceae,Venturiaceae,NULL,51657,Fungi,1
222573,4,140,Vialaeaceae,Vialaeaceae,NULL,51657,Fungi,1
222574,4,140,Vibrisseaceae,Vibrisseaceae,NULL,51657,Fungi,1
222578,4,140,Vizellaceae,Vizellaceae,NULL,51657,Fungi,1
222791,4,140,Xenasmataceae,Xenasmataceae,NULL,51657,Fungi,1
222795,4,140,Xylariaceae,Xylariaceae,NULL,51657,Fungi,1
222868,4,140,Zopfiaceae,Zopfiaceae,NULL,51657,Fungi,1
256880,4,140,Lecanographaceae,Lecanographaceae,NULL,51663,Arthoniales,1
